insert into places(address_line_one, address_line_two, notes) VALUES ('442 Wrinkleproof Meadow', 'Boulevard, Mt, 41120', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2916 Uncleannesses Wells', 'Westmoreland, Ma, 39327', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2982 Undarken Path', 'Center point, Nj, 56802', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('872 Prosodus Tunnl', 'Chana, Tn, 69418', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1758 Buttonhole Skyway', 'Sonoita, Pw, 19074', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('303 Kathak Brg', 'Cupertino, Vi, 36599', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2735 Restant Lcks', 'Heath, Nc, 99380', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1689 Perimyelitis Brdge', 'Statenville, Ri, 25595', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('214 Peephole Mntain', 'Pahrump, Tx, 84670', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2722 Hirudin Anex', 'Barceloneta, Vi, 15366', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1897 Crystallizes Viadct', 'Symsonia, Vt, 47636', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('702 Costectomies Court', 'Garden valley, Ks, 94758', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('251 Paucispirated Falls', 'Neely, La, 66905', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1884 Polony Annx', 'Grottoes, Ak, 82538', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('504 Conformist Rd', 'Line lexington, Pw, 36667', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1949 Iscariotism Crcle', 'Arboles, Ae, 46540', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2095 Fluoroscopist Ford', 'Sumner, Va, 85829', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('974 Dlvy. Glen', 'Cayey, Ma, 38179', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('57 Huzza Shls', 'Beattyville, Ms, 98144', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1558 Equiponderate Hl', 'Rhodhiss, , 13038', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('327 Anti-imperialistic Courts', 'Saint hedwig, Vt, 59119', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('973 Thessalonike Ctr', 'North woodstock, Tx, 17030', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2596 Precancels Estates', 'Arendtsville, Nj, 57565', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1 Wide-said Gln', 'Omer, Nv, 37490', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2990 Ensnarls Fls', 'Fort fairfield, Gu, 68336', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1207 Aidmanmen Ally', 'Twain harte, , 50695', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('768 Ablution Cmp', 'Havensville, Or, 87400', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('386 Surmountability Common', 'Dallas, Ma, 67215', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1473 Fiddle-string Hills', 'West alton, Vt, 46357', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('792 Itonididae Mills', 'Hauula, Md, 22948', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1272 Onetime Fords', 'Newberry, Co, 87848', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('509 Itaves Bayoo', 'Pawhuska, Az, 48173', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2384 Accurately Brnch', 'Fort gibson, , 56042', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1950 Rac Bot', 'Mill village, Ia, 50768', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1571 Pamphletized Terrace', 'Lydia, Wa, 74598', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1727 Cholines Hvn', 'Westcliffe, Ky, 34415', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1937 Unirascible Rdg', 'Coatesville, De, 16536', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2847 Diastematomyelia Mt', 'Odonnell, Ga, 62579', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1110 Pseudoplasmodium Mtin', 'Neeses, Ca, 26494', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1395 Rebarbatively Bypass', 'Turkey creek, Id, 92777', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('682 Quasi-english Forges', 'Rives, Ma, 19535', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2373 Spirits Mountains', 'Kennebunkport, Mi, 89967', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('876 Profaculty Hls', 'Cygnet, Ar, 35874', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2278 Protonation Loops', 'Grosse pointe, Ri, 38688', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2110 Blastocyst Glen', 'Twinsburg, Mt, 67648', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1333 Saucerized Gatway', 'Sheppton, Ma, 95011', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2376 Whitewasher Cors', 'Leola, In, 45286', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1396 Unchanged Rd', 'Mosby, Fl, 74458', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('10 Intrate Avenue', 'Lane city, Ga, 34610', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('164 Tournaments Crest', 'Parkman, Nd, 45615', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('588 Imperatorship Vis', 'Rosser, Mp, 64291', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('374 Autohemic Strvn', 'Montgomery center, Vi, 31541', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2846 Contiguate Canyn', 'Sprankle mills, Ny, 85914', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2387 Sabah Arcade ', 'East killingly, Al, 59437', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1100 Nonvenereal Alley', 'Kawkawlin, Mt, 60279', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1331 Puzzolan Strav', 'Marfa, Vi, 33924', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('200 Cancels Spurs', 'Kingwood, Ky, 29711', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1437 Phytographer Rpd', 'Branscomb, Ny, 93677', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1309 Ms Loops', ', Tx, 53363', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1679 Stipples Fry', 'Sunshine, Dc, 25660', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1396 Extenuates Dale ', 'Danielson, Ak, 36419', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2161 Drofland Shrs', 'Deltaville, Nj, 75076', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('50 Hula-hula Vdct', 'Bourbonnais, Mh, 55072', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2309 Masses Ville', 'Kalskag, Ae, 35745', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1018 Dehydrogeniser Island', 'Clune, Ok, 46745', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2889 Mesorhinian ', 'Vaughn, Co, 49130', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1106 Franglais Lake', 'Nerinx, Wv, 96537', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1981 Prosupervision Vst', 'Haledon, Nv, 85144', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1220 Eruc Clf', 'Hollansburg, Ma, 28058', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1322 Xylocopidae Prts', 'San jacinto, Oh, 86856', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2140 Hemimeridae Keys', 'Salome, Ne, 82557', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1907 Disperses Bayoo', 'South egremont, , 71921', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2344 Precipitator Missn', 'Westmorland, Pr, 98386', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2657 Bokm Lgt', 'Madison lake, Fm, 43853', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('602 Noncomplaisance Knolls', 'Garyville, Tn, 14120', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2601 Pardon Branch', 'Gheens, Ca, 77905', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('173 Ungarmented Pike', 'Stuyvesant falls, Ia, 92854', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1790 Check-string Missn', 'Mc cook, Ct, 55513', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1852 Inbody Stravenue', 'Westport point, Ap, 91912', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1115 O- Ridges', 'Green castle, Nh, 22435', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1633 Mucedine Hrbor', 'Kremmling, Ms, 50759', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1190 Slaws Ln', 'Viroqua, Pw, 24818', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2855 Electrometrical Mountain', 'Bucyrus, Ar, 30411', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1848 Archgenethliac Mdw', 'Dragoon, , 77715', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('577 Magnetod Gtwy', 'Eldora, In, 96490', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('55 Gosnell Orchard', 'Lindsborg, Mn, 66536', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('491 Oocyesis Grdn', 'Spruce pine, Ky, 25066', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1045 Ising Squares', 'Illiopolis, Ut, 95104', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2368 Muscleless Corner', 'Toone, Il, 74846', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('955 Metal-embossed Frk', 'Glen, Id, 65015', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('52 Uredospore Cntr', 'Montgomery village, Vt, 61555', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2051 Colic Jcts', 'Byers, Wa, 83208', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1436 Neurorrhaphy Riv', 'Perdido, De, 76947', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2866 Circumambience Vsta', 'Elmore city, Md, 79989', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('851 Gassed Clf', 'Uriah, , 13513', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('804 Adrianna Ranches', 'Stotts city, Wi, 48937', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2247 Unexpunged Trace', 'Selinsgrove, Mn, 84488', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1461 Forescent Exts', 'Beattie, Mi, 83693', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1618 Cream-color Rnchs', 'Barryville, La, 65663', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2210 Nigerian Sprngs', 'Avonmore, As, 36742', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('746 Linetta Strav', 'Mason city, Ga, 68025', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2325 Feistier Oval', 'Millersview, Az, 45470', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('38 Hard-faced Sqr', 'Aubrey, Va, 23852', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('796 Fannettsburg Annx', 'Manassa, Ut, 36567', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1256 Brassards Shore', 'Rock view, Dc, 86317', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1122 Vasudeva Strvnue', 'Gaylordsville, Ae, 24963', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1803 Placekicker Ct', 'Reed city, La, 14183', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2815 Civilizational Pkwys', 'Wellsboro, Id, 32922', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('123 Milrind Sumitt', 'East vassalboro, Ut, 14885', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1432 Zoll Gateway', 'Argusville, Mh, 83580', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2236 Noncandescently Highway', 'Cloutierville, Ne, 95630', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1967 Aplobasalt Circle', 'Hayfork, Co, 49672', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('958 Oystershell Center', 'West bridgewater, Wv, 67829', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('808 Spole Trafficway', 'Argyle, Ms, 47621', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2594 Ablegation Pnes', 'Indian valley, , 58977', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('731 Vouchsafer Rad', 'Mount vernon, Ga, 25304', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2319 All-attempting Ally', 'Widen, Tn, 83682', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2953 Proggers Expy', 'Fair haven, Vt, 54892', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('154 Css Road', 'Asbury park, Pa, 59047', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('263 Mungrel Rapids', 'Alsea, Az, 80531', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1367 Labdacismus Lcks', 'Council grove, Hi, 10476', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('97 Sliding-gear Port', 'Alamogordo, Co, 95734', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1991 Fibroenchondroma Strav', 'Selman city, Va, 95191', '');
