insert into places(address_line_one, address_line_two, notes) VALUES ('655 Messengership Locks', 'Wanchese, Al, 66005', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1572 Mudra Shr', 'Hackensack, Nh, 29780', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2620 Heartlessness Centr', 'Red lake falls, Vt, 78671', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('584 Unlaboriously Holw', 'Northfield falls, Wy, 50399', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1433 Inadeptly Common', 'Nunica, Az, 82210', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1802 Hidated Spng', 'Pond eddy, Vi, 89279', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2941 Decessor Trlr', 'Stella, Mt, 79566', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1656 Alima Anx', 'Drury, Pr, 99574', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1106 Misgovernance Throughway', 'Chamisal, Ca, 50278', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2504 Nondemocratical Spurs', 'Poolesville, Fm, 99325', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2889 Reddle Frst', 'Alvarado, Vt, 91368', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1686 Premieres Corners', 'Drennen, As, 60192', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('83 Belayed Jction', 'Marlette, Il, 98255', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1732 Ordinant Neck', 'The sea ranch, Nv, 14742', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2446 Pathsounder Gdns', 'Mount pulaski, Pr, 26990', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('334 Responder Loop', 'Carrier, Az, 71353', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('974 Mucoitin-sulphuric Fords', 'North rose, Id, 39447', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1541 Nonobese Rdge', 'Brumley, Md, 39217', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1410 Seppa Pl', 'Paauilo, Mp, 92278', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2472 Vernicle Motorway', 'Bostic, Fl, 65626', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2664 Olethreutes Holw', 'Satanta, Oh, 61405', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2300 Schizaxon Ests', 'Chula, Nh, 51140', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2814 Subtexts Throughway', 'Lambert, Tn, 66482', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1802 Ajee Extn', 'Webbers falls, Hi, 25406', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2757 Machiavellianly Creek', 'Purchase, Ap, 97233', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('880 Cross-cut Shores', 'Brashear, Ok, 19666', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1912 Smile-frowning Crossing ', 'Ahwahnee, Ny, 50961', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2109 Nonimpregnated River', 'Buck hill falls, Dc, 26407', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1569 Ducommun Groves', 'Trufant, , 59700', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2445 Draught-bridge Port', 'Paullina, Nh, 42452', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2563 Jonnock Orchard', 'Ocala, Oh, 14344', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('245 Judgers Cmp', 'Stanberry, Pw, 81320', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('596 Besoin Ville', 'Munith, Pr, 87219', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('407 Rabbets Bnd', 'Dunnell, Nd, 64774', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1956 Femororotulian Fld', 'Mossville, Wy, 33703', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('873 Trancedly Mtin', 'Kennedale, Sc, 33616', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1933 Wools Gtway', 'Friona, Co, 54829', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('969 Tylocin Club', 'Hochheim, Al, 12435', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2610 Aviate Fort', 'Winifred, Nj, 17309', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('290 Neediness Court', 'Burna, Co, 51106', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1904 Beresford Ctr', 'Saint olaf, Or, 57318', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('436 Ischialgic Island', 'Collinston, As, 62880', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1283 Switchman Cswy', 'Shirland, La, 87917', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1909 Phalaecean Fall', 'Ravia, As, 57433', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1915 Nonparochially Rdgs', 'Quemado, Ma, 50444', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1865 Monotheletism Trl', 'Sekiu, Ri, 60423', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2173 Cereals Dr', 'Bennettsville, Pr, 74770', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('875 Securance Rapid', 'Dushore, Ms, 23717', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2882 Encomium Prk', 'Keen mountain, Pw, 97839', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1036 Odrick Fld', 'North loup, Wv, 24674', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('910 Tidying Smt', 'Port hadlock, Hi, 80679', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1355 Teleosaurus Green', 'Laporte, Mp, 70338', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('804 Winter-wasted Bypass', 'Kerrville, Sd, 63306', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2038 Nonthinking Centers ', 'Prior lake, Hi, 20079', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1576 Condescensively Juncton', 'Plattenville, Ga, 47529', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1891 Instantiated Sprng', 'Menan, Al, 64414', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2183 Tout Brg', 'Hondo, Ut, 34015', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2162 Subbreed Wls', 'Codorus, Vt, 97633', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2090 Gravestones Cir', 'Plantersville, Tn, 39896', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('119 Despising Islnds', 'Brady lake, Nv, 49639', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1693 Blockholer Mews', 'Duquesne, Md, 52411', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1276 Racemisms Trak', 'Bowdoinham, Ms, 78223', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2389 Invalidhood Mills', 'Ladera ranch, Gu, 95138', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2349 Erythrosis Views', 'Dearborn heights, Mt, 53416', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1659 Overcarefulness Sprng', 'Neilton, , 86262', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1904 Show Centr', 'Carrizozo, Fm, 48877', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2585 Ecalcarate Expr', 'Clontarf, Nm, 85535', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('652 Megdal Pkway', 'Stephensport, Ak, 22121', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('999 Flogging Terr', 'Lake wales, Nc, 89442', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2167 Egomanias Dvd', 'Glade valley, Ne, 94378', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('696 Superknowledge Traces', 'Roselawn, In, 96828', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('580 Forequoted Mt', 'Ceresco, As, 13592', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2455 Awestricken Mtn', 'Arbon, As, 33880', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('557 Natta Bottm', 'Reydell, Nc, 59340', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2169 Anticontagiously Pl', 'Gothenburg, Hi, 95039', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('877 Gidjee Lcks', 'Clarinda, Ak, 42142', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('977 Faverolle Lf', 'Cedar valley, Ma, 84737', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('856 Pronouncedly Statn', 'New marshfield, Nc, 99412', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('138 Counterlegislation Unions', 'East wilton, Sc, 39026', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2334 Semidaily Causeway', 'Nesquehoning, Pr, 68074', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2013 Underbursar Plaza', 'Tempe, Ut, 17498', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2004 Cooleemee Rpd', 'Sudan, Id, 55996', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2429 Anodization Pine', 'Hawkinsville, Nj, 28119', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('628 Unburning Highwy', 'Langley, Ma, 81738', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('555 Nearctica Valley', 'Taneytown, Pa, 56246', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('525 Eyebridled Streme', 'Osmond, Wi, 67949', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('783 Levellest Un', 'Orgas, Ca, 77883', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('946 Optotechnics Flat', 'Waverley, Az, 34930', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('28 Woolcott Hway', 'Pascoag, Ri, 24446', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1109 Phallorrhagia Route', 'Lamoille, As, 10411', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2073 Horsy Anex', 'Douglass, Pr, 83536', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2183 Endothecia Prairie', 'Waskish, Ia, 55102', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('543 Outjuggle Glens', 'Sutter creek, Ap, 44541', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('569 Lumbocostal Strt', 'Butte city, As, 13651', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2719 Oomiaks Lodg', 'Orr, Mn, 20762', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2243 Natimortality Hwy', 'Elyria, Mi, 94493', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('468 Twice-brought Frst', 'Hematite, Vt, 13964', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2961 Semiearly Harbr', 'Elko new market, Ct, 27912', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2963 Bull- Vlys', 'Turkey city, Wv, 71902', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('836 Stema Meadow', 'Burkett, Sd, 35683', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1431 Contoid Pnes', 'Gravette, Ky, 79517', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('139 Justicial Brg', 'Manzanita, La, 80301', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('808 Chain-wale Bch', 'Powells point, Nv, 59819', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2732 Nitridation Highway', 'Webster, Ae, 95284', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('727 Self-gratulation Medows', 'Peckville, Va, 67618', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('875 Archscoundrel Haven', 'Elfin cove, Fm, 60881', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1832 Unperishableness Glen', 'Bentleyville, Me, 11169', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1661 Ungluttonous Harbor', 'Adona, Wa, 61468', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('811 Yellow-flowered Cswy', 'Dupont, Mi, 70901', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2070 Monic Summit', 'Harwich port, Pa, 93020', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('120 Peasants Bend', 'Rocky comfort, Co, 97966', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('217 Epicism Pikes', 'Ocean springs, Az, 14403', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1938 Multiengine Str', 'Casanova, Al, 67260', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1210 Unchangeability Cp', 'Crooked creek, Ak, 66454', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1483 Weelfard Frt', 'Searsboro, Mi, 80010', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2022 Electrophysiologic Aven', 'Aulander, De, 21830', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1472 Untaintable Wall', 'Tire hill, Ne, 37826', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1488 Corn Rvr', 'Fort lupton, Dc, 69449', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1953 Siam Ville', 'Trona, Ok, 83625', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1054 Bazookaman Vlys', 'Thawville, , 31207', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1074 Sirs Flds', 'North fort myers, Mo, 56746', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('3 Unconciliated River', 'Bloomfield, Md, 35926', '');
